EventID,shortfall_sum,policies,covered_count,Gap,Overlap
44::S044_F014,0,2,0,False,False
44::S044_F015,0,2,0,False,False
44::S044_F016,0,2,0,False,False
44::S044_F017,3,2,1,False,False
44::S044_F018,0,2,0,False,False
44::S044_F019,0,2,0,False,False
45::S045_F000,1,2,1,False,False
45::S045_F001,6,2,1,False,False
45::S045_F002,1,2,1,False,False
45::S045_F003,4,2,1,False,False
45::S045_F004,0,2,0,False,False
45::S045_F005,6,2,1,False,False
45::S045_F006,0,2,0,False,False
45::S045_F007,0,2,0,False,False
45::S045_F008,6,2,1,False,False
45::S045_F009,8,2,2,False,True
45::S045_F010,4,2,1,False,False
45::S045_F011,0,2,0,False,False
45::S045_F012,0,2,0,False,False
45::S045_F013,15,2,1,False,False
45::S045_F014,5,2,1,False,False
45::S045_F015,4,2,1,False,False
45::S045_F016,0,2,0,False,False
45::S045_F017,0,2,0,False,False
45::S045_F018,3,2,1,False,False
45::S045_F019,0,2,0,False,False
46::S046_F000,0,2,0,False,False
46::S046_F001,0,2,0,False,False
46::S046_F002,0,2,0,False,False
46::S046_F003,5,2,1,False,False
46::S046_F004,0,2,0,False,False
46::S046_F005,0,2,0,False,False
46::S046_F006,0,2,0,False,False
46::S046_F007,1,2,1,False,False
46::S046_F008,0,2,0,False,False
46::S046_F009,0,2,0,False,False
46::S046_F010,0,2,0,False,False
46::S046_F011,0,2,0,False,False
46::S046_F012,0,2,0,False,False
46::S046_F013,0,2,0,False,False
46::S046_F014,6,2,1,False,False
46::S046_F015,5,2,1,False,False
46::S046_F016,2,2,1,False,False
46::S046_F017,0,2,0,False,False
46::S046_F018,8,2,1,False,False
46::S046_F019,3,2,1,False,False
47::S047_F000,0,2,0,False,False
47::S047_F001,0,2,0,False,False
47::S047_F002,0,2,0,False,False
47::S047_F003,3,2,1,False,False
47::S047_F004,0,2,0,False,False
47::S047_F005,0,2,0,False,False
47::S047_F006,0,2,0,False,False
47::S047_F007,2,2,1,False,False
47::S047_F008,0,2,0,False,False
47::S047_F009,4,2,1,False,False
47::S047_F010,0,2,0,False,False
47::S047_F011,2,2,1,False,False
47::S047_F012,1,2,1,False,False
47::S047_F013,0,2,0,False,False
47::S047_F014,0,2,0,False,False
47::S047_F015,3,2,1,False,False
47::S047_F016,0,2,0,False,False
47::S047_F017,0,2,0,False,False
47::S047_F018,0,2,0,False,False
47::S047_F019,0,2,0,False,False
48::S048_F000,0,2,0,False,False
48::S048_F001,0,2,0,False,False
48::S048_F002,0,2,0,False,False
48::S048_F003,10,2,1,False,False
48::S048_F004,2,2,1,False,False
48::S048_F005,3,2,1,False,False
48::S048_F006,3,2,1,False,False
48::S048_F007,2,2,1,False,False
48::S048_F008,0,2,0,False,False
48::S048_F009,0,2,0,False,False
48::S048_F010,1,2,1,False,False
48::S048_F011,0,2,0,False,False
48::S048_F012,0,2,0,False,False
48::S048_F013,0,2,0,False,False
48::S048_F014,1,2,1,False,False
48::S048_F015,1,2,1,False,False
48::S048_F016,8,2,1,False,False
48::S048_F017,0,2,0,False,False
48::S048_F018,0,2,0,False,False
48::S048_F019,0,2,0,False,False
49::S049_F000,0,2,0,False,False
49::S049_F001,0,2,0,False,False
49::S049_F002,0,2,0,False,False
49::S049_F003,12,2,1,False,False
49::S049_F004,2,2,1,False,False
49::S049_F005,0,2,0,False,False
49::S049_F006,6,2,1,False,False
49::S049_F007,0,2,0,False,False
49::S049_F008,13,2,1,False,False
49::S049_F009,0,2,0,False,False
49::S049_F010,1,2,1,False,False
49::S049_F011,0,2,0,False,False
49::S049_F012,0,2,0,False,False
49::S049_F013,0,2,0,False,False
49::S049_F014,0,2,0,False,False
49::S049_F015,0,2,0,False,False
49::S049_F016,0,2,0,False,False
49::S049_F017,7,2,1,False,False
49::S049_F018,0,2,0,False,False
49::S049_F019,2,2,1,False,False
4::S004_F000,16,2,1,False,False
4::S004_F001,0,2,0,False,False
4::S004_F002,1,2,1,False,False
4::S004_F003,1,2,1,False,False
4::S004_F004,3,2,1,False,False
4::S004_F005,1,2,1,False,False
4::S004_F006,8,2,1,False,False
4::S004_F007,0,2,0,False,False
4::S004_F008,0,2,0,False,False
4::S004_F009,7,2,2,False,True
4::S004_F010,0,2,0,False,False
4::S004_F011,0,2,0,False,False
4::S004_F012,0,2,0,False,False
4::S004_F013,0,2,0,False,False
4::S004_F014,0,2,0,False,False
4::S004_F015,0,2,0,False,False
4::S004_F016,4,2,1,False,False
4::S004_F017,0,2,0,False,False
4::S004_F018,5,2,2,False,True
4::S004_F019,0,2,0,False,False
5::S005_F000,0,2,0,False,False
5::S005_F001,6,2,1,False,False
5::S005_F002,0,2,0,False,False
5::S005_F003,0,2,0,False,False
5::S005_F004,12,2,1,False,False
5::S005_F005,0,2,0,False,False
5::S005_F006,5,2,1,False,False
5::S005_F007,10,2,1,False,False
5::S005_F008,3,2,1,False,False
5::S005_F009,7,2,1,False,False
5::S005_F010,0,2,0,False,False
5::S005_F011,0,2,0,False,False
5::S005_F012,0,2,0,False,False
5::S005_F013,0,2,0,False,False
5::S005_F014,7,2,2,False,True
5::S005_F015,0,2,0,False,False
5::S005_F016,0,2,0,False,False
5::S005_F017,4,2,1,False,False
5::S005_F018,3,2,1,False,False
5::S005_F019,0,2,0,False,False
6::S006_F000,0,2,0,False,False
6::S006_F001,0,2,0,False,False
6::S006_F002,0,2,0,False,False
6::S006_F003,2,2,1,False,False
6::S006_F004,0,2,0,False,False
6::S006_F005,0,2,0,False,False
6::S006_F006,0,2,0,False,False
6::S006_F007,2,2,1,False,False
6::S006_F008,3,2,1,False,False
6::S006_F009,0,2,0,False,False
6::S006_F010,0,2,0,False,False
6::S006_F011,0,2,0,False,False
6::S006_F012,5,2,1,False,False
6::S006_F013,4,2,1,False,False
6::S006_F014,13,2,1,False,False
6::S006_F015,0,2,0,False,False
6::S006_F016,0,2,0,False,False
6::S006_F017,0,2,0,False,False
6::S006_F018,4,2,1,False,False
6::S006_F019,0,2,0,False,False
7::S007_F000,14,2,2,False,True
7::S007_F001,0,2,0,False,False
7::S007_F002,7,2,2,False,True
7::S007_F003,2,2,1,False,False
7::S007_F004,0,2,0,False,False
7::S007_F005,0,2,0,False,False
7::S007_F006,8,2,1,False,False
7::S007_F007,3,2,1,False,False
7::S007_F008,1,2,1,False,False
7::S007_F009,0,2,0,False,False
7::S007_F010,13,2,1,False,False
7::S007_F011,0,2,0,False,False
7::S007_F012,0,2,0,False,False
7::S007_F013,16,2,1,False,False
7::S007_F014,3,2,1,False,False
7::S007_F015,0,2,0,False,False
7::S007_F016,10,2,1,False,False
7::S007_F017,0,2,0,False,False
7::S007_F018,0,2,0,False,False
7::S007_F019,0,2,0,False,False
8::S008_F000,2,2,1,False,False
8::S008_F001,0,2,0,False,False
8::S008_F002,0,2,0,False,False
8::S008_F003,0,2,0,False,False
8::S008_F004,1,2,1,False,False
8::S008_F005,2,2,1,False,False
8::S008_F006,4,2,1,False,False
8::S008_F007,2,2,1,False,False
8::S008_F008,0,2,0,False,False
8::S008_F009,0,2,0,False,False
8::S008_F010,4,2,2,False,True
8::S008_F011,0,2,0,False,False
8::S008_F012,0,2,0,False,False
8::S008_F013,0,2,0,False,False
8::S008_F014,0,2,0,False,False
8::S008_F015,0,2,0,False,False
8::S008_F016,0,2,0,False,False
8::S008_F017,0,2,0,False,False
8::S008_F018,0,2,0,False,False
8::S008_F019,2,2,1,False,False
9::S009_F000,11,2,1,False,False
9::S009_F001,0,2,0,False,False
9::S009_F002,0,2,0,False,False
9::S009_F003,0,2,0,False,False
9::S009_F004,0,2,0,False,False
9::S009_F005,0,2,0,False,False
9::S009_F006,0,2,0,False,False
9::S009_F007,0,2,0,False,False
9::S009_F008,0,2,0,False,False
9::S009_F009,0,2,0,False,False
9::S009_F010,0,2,0,False,False
9::S009_F011,4,2,1,False,False
9::S009_F012,0,2,0,False,False
9::S009_F013,3,2,2,False,True
9::S009_F014,0,2,0,False,False
9::S009_F015,0,2,0,False,False
9::S009_F016,0,2,0,False,False
9::S009_F017,0,2,0,False,False
9::S009_F018,0,2,0,False,False
9::S009_F019,0,2,0,False,False
